ulasan_bersih,sentiment_score,sentiment_category,predicted_rating,panjang_ulasan
kasih filter cari film indonesia,-4,Negatif,2,5
subtitle baca,-1,Negatif,2,2
download bayar langgan bulan premium eh gabisa stel film suruh kelola akun cek gmail suruh upgrade tahun aplikasi gak bohong,-17,Negatif,1,20
download ga daftar,-3,Negatif,2,3
bugnya mana layar hitam durasi ttp jalan gajelas,-4,Negatif,2,8
update baru utk yg pakai dompet bayar aplikasi gopay sy akun yg ad dana iya download capekkk,-3,Negatif,2,17
langgan semenjak dubbing bahasa indonesia pinda langgan maaf anak anak orang tua sulit baca subtitle film tolong banyak trimakasih ,-15,Negatif,1,19
akun pakai perangkat aja tipu nama,1,Positif,4,6
alam kali menginstall buruk sulit terap metode bayar langgan sedia menu aplikasi,-14,Negatif,1,12
kualitas vidio buram langgan kualitas jelek,2,Positif,4,6
bayar ribet batas,-10,Negatif,1,3
hapus akun arah web google chrome tolong akun hapus akun susah,-15,Negatif,1,11
bagus bet suka ganggu grafik diskon in min ,-7,Negatif,1,8
langgan pake gopay ga kemaren isi ga isi ulang,-8,Negatif,1,9
masalah gksemua film putar mahalllllll,-4,Negatif,2,5
gabisa langgan,2,Positif,4,2
layar hitam suara coba logout masuk ga,-9,Negatif,1,7
aplikasi nya langgan layar hitam dengar suara tolong baik suka nonton film disney,-9,Negatif,1,13
tambah hdr biar nontonnya immersive,0,Netral,3,5
pantes rating nya jelek otp aja ga terima,-5,Negatif,1,8
pas download lambat baik depan,3,Positif,4,5
marah pada stres mn mahal,-11,Negatif,1,5
nya terima kasih sedia aplikasi film aplikasi seru nya tarik mohon sedia aplikasi baik nya bagus nya baik unduh film gagal hapus unduh ulang kesal,-30,Negatif,1,25
error,-5,Negatif,1,1
oke,2,Positif,4,1
gambar putar film tonton,-7,Negatif,1,4
langgan bari pakai aplikasi tdk boaa suara gambar hitam tdk trs loading trs ngk gambar coba tidka gmbar,-14,Negatif,1,18
ga login udh masuk nomor yg bener tpi g karna kode negara ga sesuai situ tulis udh ku ikutin yg tulis aplikasi tpi lihat tutorial yt rata knp ya udh excited nonton,-6,Negatif,1,32
akal kali kali kalo pake wifi rumah gk gilir pake kuota,1,Positif,4,11
aplikasi jelek,-9,Negatif,1,2
bagus layan aplikasi film series pilih,-12,Negatif,1,6
bagus,-4,Negatif,2,1
bagusss putar kualitas gambar nya baguss,1,Positif,4,6
layar hitam gelap update lihat terjemah substitle,-5,Negatif,1,7
masalah streaming layar tibatiba hitam suara pilih resolusi hd terkadang buram jelek,-13,Negatif,1,12
aplikasi banyak trouble klo blom mending rilis aplikasi sampah kaya gin,-17,Negatif,1,11
heran pakai nomor gak pdhal nomor happon lo ko gak,-5,Negatif,1,10
pakai perangkat tulis perangkat tolong baik,-3,Negatif,2,6
beli kemarin nyoba nonton pas streaming detik streaming uda ngelag parah uda pake wifi lancar tolong baik,-10,Negatif,1,17
aplikasi cacat nii,-9,Negatif,1,3
loginnya suruh langgan bulan  mending aplikasi kagak lag internet deteksi masukin kaga langgan paksa,-13,Negatif,1,14
masalah layar tiba hitam update lgi,-8,Negatif,1,6
kocak ni platform kaga stream device streaming gabisa gitu maksimal akun log in mau sharing sm keluarga ganti nonton,-3,Negatif,2,19
kayak ribet banget yaa arahin websitenya kelas disney lho,-9,Negatif,1,9
gajelas masukin nomor telpon gabisa jaring bagus,-1,Negatif,2,7
aplikasi ya udah login suruh kelola akses akun email bingung,0,Netral,3,10
apl gk,0,Netral,3,2
yappss langgan sabar aplikasi nya butuh jaring kuat terimakasih nikmat film disneyhotstar,6,Positif,5,12
langgan aplikasi masalah resolusi pilih hd tetep aja burem jaring bagus nonton hasil download tulis error sesal sih langgan tolong baik,-12,Negatif,1,21
gk putar donload yg cm layar hitamrating bintang nih bintang mah,0,Netral,3,11
daftar nomor telepon,-3,Negatif,2,3
ga ikhlas sumpah gw tagih akhirat bayar mahal aplikasi error ga nonton,-13,Negatif,1,12
bugnya ,0,Netral,3,1
jelek banget aplikasi,-8,Negatif,1,3
disney hotstar baik,-1,Negatif,2,3
aplikasi masalah pas nonton lag panjang otomatis pemberitahuan pembatan langgan udh aplikasi jekel langgan cihh ambil untung,-9,Negatif,1,17
aplikasi bug parah gin sih langsung bikin hp mati bahaya bener,-17,Negatif,1,11
langgan yg k bener bener worth to buytapi tv kadang kadang load awalbut its okay muas,15,Positif,5,16
aplikasi rusak gak bayar mahal pas tonton item nyesel banget download make udah error download syang duit dasar apk rusak,-28,Negatif,1,20
karna film,0,Netral,3,2
login susah dipakek susah cuman langgan gesit nih aplikasi,-8,Negatif,1,9
suka,-1,Negatif,2,1
costum subtitle hp banget payah bagus netflix,-3,Negatif,2,7
film update,0,Netral,3,2
knp srg keluarsih,0,Netral,3,3
aplikasi muat,-4,Negatif,2,2
cek out gimana disney,-4,Negatif,2,4
woy sisi tokrev biar apk tayang,0,Netral,3,6
saldo gw balikin udh batalin ttp aja langgan,5,Positif,5,8
maksimal,3,Positif,4,1
layar hitam streaming,-4,Negatif,2,3
afk burik poko,-2,Negatif,2,3
tengah,2,Positif,4,1
gaada spiderman,-3,Negatif,2,2
ken download tapiiiii ulasaanya jelek semuaa aowkaowkakwoskw,-7,Negatif,1,7
aplikasi eror layar hitam suara doang play tv buffering jaring wifi aman aja nyesel langgan aplikasi nya,-17,Negatif,1,17
waduhh langgan nonton film gak black screen pantes ratingnya jelek,-6,Negatif,1,10
tolong balik uang dana sengaja pencet fitur langgan tolong balik uang butuh nya,-13,Negatif,1,13
jelek banget suara tp gambar gak udah bayar mahal zonk,-10,Negatif,1,10
bayar paket langgan pake hp laptop nggak muncul notif perangkat,-3,Negatif,2,10
uninstal,0,Netral,3,1
mahal mahal bayar ndak buka pakai proxy pakai vpn balikin uang bayar langsung,-7,Negatif,1,13
parahhhhhhtiba visual hitamreport aplikasi gak respon,-2,Negatif,2,6
,0,Netral,3,1
